,gen,ref_consol,fun_consol,fun_consol,
936,Labedella,(Louca et al. 2016),aerobic_chemoheterotrophy,,
937,Labrenzia,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ aerobic_chemoheterotrophy            ,,
938,Labrys,(Louca et al. 2016),aerobic_chemoheterotrophy,,
939,Lachnospira,(Louca et al. 2016),fermentation,,
940,Lachnospiraceae,(Louca et al. 2016),animal_parasites_or_symbionts,aromatic_compound_degradation dark_hydrogen_oxidation fermentation human_gut nitrate_reduction reductive_acetogenesis           ,
941,Lacinutrix,(Louca et al. 2016),aerobic_chemoheterotrophy,,
942,Lactobacillaceae,(Louca et al. 2016),fermentation,,
943,Lactobacillus,(Louca et al. 2016),DNRA,fermentation,
944,Lactococcus,(Louca et al. 2016),fermentation,plant_pathogen,
945,Lactosphaera,(Louca et al. 2016),fermentation,,
946,Lacunisphaera,(Rast et al. 2017),non-N,              ,
947,Lamprobacter,(Louca et al. 2016),anoxygenic_photoautotrophy_H2_oxidizing,anoxygenic_photoautotrophy_S_oxidizing nitrogen_fixation ureolysis              ,
948,Lapillicoccus,(Louca et al. 2016),aerobic_chemoheterotrophy,,
949,Larkinella,(Louca et al. 2016),aerobic_chemoheterotrophy,,
950,Lautropia,"(Graf et al., 2014)",nirK norB nosZ             ,,
951,Lebetimonas,(Louca et al. 2016),H_ox,#REF!,
952,Lechevalieria,(Louca et al. 2016),denitrification,urea ,
953,Legionella,(Jones et al. 2008; Louca et al. 2016),non-N,human_pathogens_all human_pathogens_pneumonia             ,
954,Legionellaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
955,Legionellales,"(_Anantharaman et al., 2016; Louca et al., 2014)",S_cycle H2_ox H2_prod aerobic intracellular_parasites  ,,
956,Leifsonia,(Louca et al. 2016),fermentation,"N, urea",
957,Leisingera,(Louca et al. 2016),methanotroph,,
958,Leminorella,(Louca et al. 2016),human_pathogens_all,human_pathogens_gastroenteritis,
959,Lentibacillus,(Louca et al. 2016),denitrification,,
960,Lentisphaeraceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
961,Lentisphaerae,"(_Anantharaman et al., 2016)",C_cycle N_fix N_cycle S_cycle H2_ox H2_prod C1_ox aerobic          ,,
962,Lentzea,(Louca et al. 2016),ureolysis,,
963,Leptolinea,(Louca et al. 2016; Yamada et al. 2006),non-N,fermentation              ,
964,Leptolyngbya,(Shimura et al. 2015),N2_fix,               ,
965,Leptonema,"(Graf et al., 2014)",non-N,              ,
966,Leptospira,"(Graf et al., 2014)",non-N,              ,
967,Leptospirillum,(Louca et al. 2016),Fe_oxidation,N2_fix ,
968,Leptothrix,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ dark_iron_oxidation manganese_oxidation           ,,
969,Leptotrichia,(Couturier et al. 2012) ,non-N,              ,
970,Leptotrichiaceae,(Louca et al. 2016),fermentation,,
971,Leucobacter,(Louca et al. 2016),denitrification,S_red,
972,Leuconostoc,(Louca et al. 2016),fermentation,plant_pathogen,
973,Leuconostocaceae,(Louca et al. 2016),fermentation,,
974,Levilinea,(Yamada et al. 2006),non-N,fermentation              ,
975,Lewinella,(Louca et al. 2016),denitrification,,
976,Limnobacter,(Louca et al. 2016; Spring et al. 2001),S_reduction,,
977,Limonium,(Louca et al. 2016),chitinolysis,,
978,Listeria,(Louca et al. 2016),human_gut,"human_pathogen, plant_pathogen",
979,Listeriaceae,(Louca et al. 2016),fermentation,,
980,Litorilinea,(Louca et al. 2016),aerobic_chemoheterotrophy,,
981,Loktanella,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
982,Lonepinella,(Louca et al. 2016),animal_parasites_or_symbionts,fermentation                ,
983,Longimonas,(Louca et al. 2016),aerobic_chemoheterotrophy,fermentation,
984,Longispora,(Louca et al. 2016),denitrification,,
985,Lonsdalea,(Louca et al. 2016),plant_pathogen,,
986,Luedemannella,(Louca et al. 2016),aerobic_chemoheterotrophy,,
987,Luteimonas,(Finkmann et al. 2000),denitrification,,
988,Luteipulveratus,(Louca et al. 2016),aerobic_chemoheterotrophy,,
989,Luteococcus,(Louca et al. 2016),fermentation,N,
990,Luteolibacter,(Glaeser et al. 2012),non-N,              ,
991,Lutibaculum,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
992,Lutiella,"(Graf et al., 2014)",nirS norB nosZ             ,,
993,Lysinibacillus,(Louca et al. 2016),invertebrate_parasites,xylanolysis,
994,Lysobacter,(CHRISTENSEN and Cook 1978; Louca et al. 2016),degradation,Degrade,
995,Macellibacteroides,(Jabari et al. 2012),non-N,              ,
996,Macromonas,(Louca et al. 2016),ureolysis,,
997,Magnetococcus,(Jones et al. 2008; Louca et al. 2016),norB nitrogen_fixation             ,,
998,Magnetospirillum,(Graf et al. 2014a; Jones and Mcmahon 2008; Louca et al. 2016; Thrash et al. 2010),non-N,aerobic_chemoheterotrophy nitrate_denitrification nitrate_respiration nitrogen_fixation           ,
999,Malikia,(Spring et al. 2005),denitrification,,
1000,Mameliella,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1001,Mangrovibacterium,(Louca et al. 2016),aerobic_chemoheterotrophy,"cellulolysis, fermentation, N2 fix",
1002,Mannheimia,"(Jones et al., 2008; Graf et al., 2014)",nirK norB              ,,
1003,Maribacter,"(Graf et al., 2014; Louca et al., 2014)",nirK norB nosZ nitrate_reduction            ,,
1004,Maricaulis,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1005,Marichromatium,(Louca et al. 2016),anoxygenic_photoautotrophy_H2_oxidizing,anoxygenic_photoautotrophy_S_oxidizing nitrogen_fixation               ,
1006,Marihabitans,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1007,Marine,"(Graf et al., 2014)",nirK               ,,
1008,Marinilabilia,"(Graf et al., 2014)",nirK norB nosZ             ,,
1009,Marinilabiliaceae,(Louca et al. 2016),fermentation,,
1010,Marinilactibacillus,(Louca et al. 2016),aerobic_chemoheterotrophy,fermentation,
1011,Marinimicrobium,(Louca et al. 2016),xylanolysis,,
1012,Mariniphaga,(Louca et al. 2016),aerobic_chemoheterotrophy,fermentation,
1013,Marinitoga,(Louca et al. 2016),thiosulfate_oxidation,,
1014,Marinobacter,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK nirS norB nosZ aerobic_chemoheterotrophy aliphatic_non_methane_hydrocarbon_degradation aromatic_hydrocarbon_degradation arsenate_respiration dark_iron_oxidation denitrification fermentation nitrate_denitrification nitrate_respiration oil_bioremediation ureolysis ,,
1015,Marinobacterium,(Louca et al. 2016),aerobic_chemoheterotrophy,"degradation, N",
1016,Marinococcus,(Louca et al. 2016),denitrification,,
1017,Marinomonas,(Louca et al. 2016),denitrification,urea ,
1018,Marinospirillum,(Louca et al. 2016),denitrification,,
1019,Marinovum,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1020,Mariprofundus,(Louca et al. 2016),Fe_oxidation,,
1021,Maritimibacter,"(Graf et al., 2014; Louca et al., 2014)",nirK norB nosZ aerobic_chemoheterotrophy            ,,
1022,Marivita,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1023,Marixanthomonas,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1024,Martelella,(Louca et al. 2016),aerobic_chemoheterotrophy,"degradation, fermentation",
1025,Marvinbryantia,(Louca et al. 2016),reductive_acetogenesis,,
1026,Massilia,(Lindquist et al. 2003),denitrification,,
1027,Megasphaera,(Louca et al. 2016; Rogosa 1971),non-N,fermentation              ,
1028,Meiothermus,(Louca et al. 2016),aerobic_chemoheterotrophy,"Fe, N, xylan",
1029,Melioribacter,"(Graf et al., 2014; Louca et al., 2014)",nosZ aerobic_chemoheterotrophy arsenate_respiration cellulolysis fermentation iron_respiration nitrite_respiration xylanolysis       ,,
1030,Melittangium,(Louca et al. 2016),xylanolysis,,
1031,Meridianimaribacter,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1032,Mesoflavibacter,(Louca et al. 2016),aerobic_chemoheterotrophy,xylan,
1033,Mesonia,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1034,mesophilicum,(Louca et al. 2016),plastic_degradation,,
1035,Mesophilobacter,(Louca et al. 2016),denitrification,,
1036,Mesorhizobium,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),N2_fix,nitrogen_fixation               ,
1037,metagenome,,unclassified,,
1038,Metallibacterium,(Louca et al. 2016),aerobic_chemoheterotrophy,Fe ,
1039,Metallosphaera,(Louca et al. 2016),Fe_oxidation,,
1040,Metascardovia,(Louca et al. 2016),fermentation,,
1041,Methanoarchaeota,(Louca et al. 2016),methanogen,,
1042,Methanobacteriaceae,(Louca et al. 2016),methanogen,,
1043,Methanobacteriales,(Louca et al. 2016),H_ox,#REF!,
1044,Methanobacterium,(Louca et al. 2016; Zeikus and Wolee 1972),non-N,dark_hydrogen_oxidation methanogenesis_by_CO2_reduction_with_H2 methanogenesis_by_reduction_of_methyl_compounds_with_H2 methanogenesis_using_formate methanol_oxidation          ,
1045,Methanobrevibacter,"(Louca et al., 2014)",methanogen,,
1866,Methanocella,(Kamagata et al. 2008),methanogen,,
1046,Methanocellales,(Louca et al. 2016),methanogen,,
1047,Methanococcaceae,(Louca et al. 2016),hydrogenotrophic_methanogenesis,methanogenesis_using_formate,
1048,Methanococcales,(Louca et al. 2016),methanogen,,
1049,Methanococcoides,(Louca et al. 2016),methanogen,,
1050,Methanococcus,(Louca et al. 2016),H_ox,#REF!,
1051,Methanocorpusculaceae,(Louca et al. 2016),methanogen,,
1052,Methanoculleus,(Louca et al. 2016),acetogenesis,,
1053,Methanogranum,(Louca et al. 2016),H_ox,#REF!,
1054,Methanolinea,(Louca et al. 2016),H_ox,#REF!,
1055,Methanomassiliicoccaceae,(Louca et al. 2016),methanogen,,
1056,Methanomassiliicoccales,(Louca et al. 2016),methanotroph,,
1057,Methanomassiliicoccus,(Dridi et al. 2012; Louca et al. 2016),methanogen,,
1058,Methanomethylophilus,(Louca et al. 2016),methanogen,,
1059,Methanomicrobiaceae,(Louca et al. 2016),methanogen,,
1060,Methanomicrobiales,(Louca et al. 2016),methanogen,,
1061,Methanomicrococcus,(Louca et al. 2016),methanogen,,
1062,Methanomonas,(Louca et al. 2016),methanotroph,,
1063,Methanoperedens,(Louca et al. 2016),methanotroph,N,
1064,Methanoplasma,(Louca et al. 2016),H_ox,#REF!,
1065,Methanopyrales,(Louca et al. 2016),methanogen,,
1066,Methanoregula,(Louca et al. 2016),H_ox,#REF!,
1067,Methanosaeta,(Louca et al. 2016; Smith and Ingram-Smith 2007),non-N,plastic_degradation              ,
1068,Methanosarcina,"(Louca et al., 2014)",methanogen,,
1069,Methanosarcinaceae,(Louca et al. 2016),H_ox,#REF!,
1070,Methanosarcinales,(Louca et al. 2016),methanogen,,
1071,Methanosphaera,(Louca et al. 2016),H_ox,#REF!,
1072,Methanospirillaceae,(Louca et al. 2016),H_ox,#REF!,
1073,Methanospirillum,(Ferry et al. 1974; Louca et al. 2016),methanogen,,
1074,Methanothermaceae,(Louca et al. 2016),methanogen,,
1075,Methanothermobacter,(Louca et al. 2016),H_ox,#REF!,
1076,Methanothermococcus,(Louca et al. 2016),N2_fix,,
1077,Methylacidiphilum,"(Graf et al., 2014; Louca et al., 2014)",nirK norB methanotrophy nitrogen_fixation            ,,
1078,Methylarcula,(Louca et al. 2016),Mn_ox,,
1079,Methylibium,(Louca et al. 2016),aromatic_compound_degradation,methanol_oxidation                ,
1080,Methyloacida,(Louca et al. 2016),methanotroph,,
1081,Methylobacillus,(Louca et al. 2016),methanol_oxidation,"N, urea",
1082,Methylobacter,(Louca et al. 2016),methanotroph,"N2_fix, urea",
1083,Methylobacteriaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"methanol, urea",
1084,Methylobacterium,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),non-N,aerobic_anoxygenic_phototrophy dark_thiosulfate_oxidation methylotrophy            ,
1085,Methylocaldum,(Louca et al. 2016),methanotroph,,
1086,Methylocapsa,(Louca et al. 2016),methanotroph,N2_fix,
1087,Methylocella,"(Graf et al., 2014; Louca et al., 2014)",nirK norB methanotrophy nitrogen_fixation            ,,
1088,Methylococcaceae,(Bowman 2006; Louca et al. 2016),methanotroph,N,
1089,Methylococcus,(Jones et al. 2008; Louca et al. 2016),norB methanotrophy             ,,
1090,Methylocystaceae,(Louca et al. 2016),methanotroph,"N2_fix, urea",
1091,Methylocystis,(Belova et al. 2013; Graf et al. 2014b; Louca et al. 2016),non-N,fermentation methanotrophy             ,
1092,Methyloferula,(Louca et al. 2016),methanotroph,,
1093,Methylogaea,(Louca et al. 2016),methanotroph,,
1094,Methyloglobulus,(Louca et al. 2016),methanol_oxidation,"methanotroph, N2_fix",
1095,Methylohalobius,(Louca et al. 2016),methanotroph,,
1096,Methylohalomonas,(Louca et al. 2016),methanol_oxidation,,
1097,Methylokorus,(Louca et al. 2016),methanotroph,,
1098,Methylomarinovum,(Louca et al. 2016),methanotroph,,
1099,Methylomarinum,(Louca et al. 2016),methanotroph,,
1100,Methylomicrobium,(Louca et al. 2016),methanotroph,,
1101,Methylomirabilis,(Louca et al. 2016),methanotroph,N,
1102,Methylomonas,"(Louca et al., 2014)",methanotroph,methanol_oxidation,
1103,Methylonatrum,(Louca et al. 2016),methanol_oxidation,,
1104,Methylophaga,"(Graf et al., 2014)",non-N,              ,
1105,Methylophilaceae,(Louca et al. 2016),methanol_oxidation,urea,
1106,Methylophilales,"(_Anantharaman et al., 2016)",N_cycle S_cycle C1_ox aerobic            ,,
1107,Methylophilus,(Louca et al. 2016),methanol_oxidation,N,
1108,Methylosarcina,"(Louca et al., 2014)",non-N,methanotrophy              ,
1109,Methylosineae,(Louca et al. 2016),methanotroph,,
1110,Methylosinus,(Louca et al. 2016; Sullivan et al. 1998),denitrification,methanotrophy,
1111,Methylosoma,(Louca et al. 2016),methanotroph,,
1112,Methylosphaera,(Louca et al. 2016),methanol_oxidation,"methanotroph, N2_fix",
1113,Methylotenera,(Anantharaman et al. 2016; Graf et al. 2014; Kalyuzhnaya et al. 2006a; Louca et al. 2016),non-N,              ,
1114,Methyloterrigena,(Louca et al. 2016),methanol_oxidation,,
1115,Methylothermaceae,(Louca et al. 2016),methanotroph,,
1116,Methylothermus,(Louca et al. 2016; Tsubota et al. 2005),denitrification,methanotrophy,
1117,Methylovarius,(Louca et al. 2016),methanotroph,,
1118,Methyloversatilis,(Kalyuzhnaya et al. 2006b),non-N,              ,
1119,Methylovirgula,(Louca et al. 2016),methanol_oxidation,N2_fix,
1120,Methylovulum,(Iguchi et al. 2011; Louca et al. 2016),methanotroph,,
1121,Microbacteriaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, urea",
1122,Microbacterium,(Louca et al. 2016),arsenate_detoxification,ligninolysis nitrate_reduction nitrate_respiration oil_bioremediation ureolysis xylanolysis           ,
1123,Microbispora,(Louca et al. 2016),denitrification,,
1124,Microbulbifer,(Louca et al. 2016),cellulolysis,"chitinolysis, xylan",
1125,Microcella,(Louca et al. 2016),ureolysis,,
1126,Micrococcaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,fermentation,
1127,Micrococcales,(Louca et al. 2016),aerobic_chemoheterotrophy,fermentation,
1128,Micrococcus,(Louca et al. 2016),cellulolysis,"ligninolysis, N",
1129,Microgenomates group,"(_Anantharaman et al., 2016)",S_cycle H2_ox H2_prod aerobic   ,,
1130,Microlunatus,"(Graf et al., 2014; Louca et al., 2014)",nirK norB nitrate_reduction nitrate_respiration            ,,
1131,Micromonospora,"(Graf et al., 2014; Louca et al., 2014)",non-N,cellulolysis chitinolysis nitrate_reduction xylanolysis           ,
1132,Micromonosporaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1133,Microtetraspora,(Louca et al. 2016),ureolysis,xylan,
1134,Microvirgula,(Louca et al. 2016),aerobic_chemoheterotrophy,"methanol, N, NO2, NO",
1135,Miniimonas,(Louca et al. 2016),denitrification,,
1136,Mitsuaria,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1137,Mizugakiibacter,(Louca et al. 2016),denitrification,,
1138,Mobilicoccus,"(Graf et al., 2014; Louca et al., 2014)",nirK norB aerobic_chemoheterotrophy nitrate_reduction            ,,
1139,Mobiluncus,(Louca et al. 2016),fermentation,human_gut,
1140,Modestobacter,(Louca et al. 2016),denitrification,urea ,
1141,Moheibacter,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1142,Moorella,(Louca et al. 2016),fermentation,"methanol, N, acetogenesis",
1143,Moraxella,"(Graf et al., 2014; Louca et al., 2014)",nirK norB aliphatic_non_methane_hydrocarbon_degradation fermentation nitrate_reduction plastic_degradation          ,,
1144,Moraxellaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"degradation, fermentation",
1145,Morganella,(Louca et al. 2016),human_pathogens_all,human_pathogens_diarrhea,
1146,Moritella,"(Graf et al., 2014; Louca et al., 2014)",nosZ nitrate_reduction             ,,
1147,Mucilaginibacter,(Louca et al. 2016; Pankratov et al. 2007),non-N,aerobic_chemoheterotrophy xylanolysis             ,
1148,Muricauda,"(Graf et al., 2014)",nirK norB nosZ             ,,
1149,Myceligenerans,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, urea",
1150,Mycetocola,(Louca et al. 2016),ureolysis,,
1151,Mycobacterium,(Butler et al. 1993; Graf et al. 2014b; Jones et al. 2008; Louca et al. 2016),non-N,aerobic_chemoheterotrophy aromatic_hydrocarbon_degradation human_pathogens_all human_pathogens_pneumonia methanol_oxidation nitrate_reduction plastic_degradation ureolysis       ,
1152,Mycolatopsis,(Louca et al. 2016),ligninolysis,,
1153,Mycoplana,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1154,Mycoplasma,(Louca et al. 2016; Wodke et al. 2013),non-N,animal_parasites_or_symbionts human_pathogens_all human_pathogens_pneumonia            ,
1155,Mycoplasmataceae,(Louca et al. 2016),aerobic_chemoheterotrophy,urea,
1156,Myroides,"(Graf et al., 2014; Louca et al., 2014)",nirK norB nosZ human_pathogens_all            ,,
1157,Myxococcaceae,(Louca et al. 2016),xylanolysis,,
1158,Myxococcales,(Louca et al. 2016),predatory_or_exoparasitic,,
1159,Myxococcus,(Louca et al. 2016),cellulolysis,,
1160,Naasia,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1161,Nakamurellaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1162,Nannocystis,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1163,Natranaerobius,(Louca et al. 2016),fumarate_respiration,N,
1164,Natrinema,(Louca et al. 2016),denitrification,,
1165,Natroniella,(Louca et al. 2016),reductive_acetogenesis,,
1166,Natronincola,(Louca et al. 2016),reductive_acetogenesis,,
1167,Natronomonas,"(Jones et al., 2008; Graf et al., 2014)",nirK               ,,
1168,Nautella,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1169,Nautilia,(Louca et al. 2016),H_ox,#REF!,
1170,Nautiliaceae,(Louca et al. 2016),H_ox,#REF!,
1171,Neisseria,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK norB nosZ human_pathogens_all human_pathogens_meningitis human_pathogens_septicemia nitrate_reduction nitrite_respiration        ,,
1172,Neisseriaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,varied,
1173,Neocallimastix,(Louca et al. 2016),xylanolysis,,
1174,Neochlamydia,(Horn et al. 2000),parasite,,
1175,Neosartorya,"(Graf et al., 2014)",nirK               ,,
1176,Neptunomonas,(Louca et al. 2016),aromatic_hydrocarbon_degradation,oil_bioremediation                ,
1177,Nereida,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1178,Nesterenkonia,(Louca et al. 2016),cellulolysis,urea,
1179,Nevskia,(Kim et al. 2011b; Louca et al. 2016),non-N,aerobic_chemoheterotrophy              ,
1180,Niabella,(Graf et al. 2014; Kim et al. 2007),non-N,              ,
1181,Niastella,"(Graf et al., 2014)",nosZ              ,,
1182,Nisaea,(Jones et al. 2008; Louca et al. 2016),nirK nosZ nitrate_denitrification nitrite_respiration            ,,
1183,Nitratifractor,(Graf et al. 2014; Louca et al. 2016; Nakagawa et al. 2005),denitrification,,
1184,Nitratireductor,(Graf et al. 2014; Labbé et al. 2004; Louca et al. 2016),denitrification,,
1185,Nitratiruptor,(Graf et al. 2014; Louca et al. 2016; Nakagawa et al. 2005),denitrification,"H, S ",
1186,Nitriliruptor,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1187,Nitrobacter,"(Jones et al., 2008; Graf et al., 2014)",nitrite_oxidation,,
1188,Nitrolancea,(Louca et al. 2016),nitrite_oxidation,aerobic_nitrite_oxidation,
1189,Nitrosoarchaeum,(Louca et al. 2016),ammonia_oxidation,aerobic_ammonia_oxidation,
1190,Nitrosocaldaceae,(Louca et al. 2016),ammonia_oxidation,aerobic_ammonia_oxidation,
1191,Nitrosocaldus,(Louca et al. 2016),ammonia_oxidation,aerobic_ammonia_oxidation,
1192,Nitrosococcus,(Graf et al. 2014; Louca et al. 2016),nitrite_oxidation,urea ,
1193,Nitrosocosmicus,(Lehtovirta-Morley et al. 2016),ammonia_oxidation,Ammonia,
1194,Nitrosomonadaceae_family_Ellin6067,,uncultured,,
1195,Nitrosomonadaceae_family_GOUTA6,,ammonia_oxidation,Ammonia,
1196,Nitrosomonadaceae_family_MND1,,ammonia_oxidation,Ammonia,
1197,Nitrosomonadales,(Louca et al. 2016),ammonia_oxidation,aerobic_ammonia_oxidation,
1198,Nitrosomonas,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),ammonia_oxidation,Ammonia,
1199,Nitrosopelagicus,(Louca et al. 2016),ammonia_oxidation,aerobic_ammonia_oxidation,
1200,Nitrosopumilaceae,(Louca et al. 2016),ammonia_oxidation,aerobic_ammonia_oxidation,
1201,Nitrosopumilus,"(Graf et al., 2014; Louca et al., 2014)",ammonia_oxidation,Ammonia,
1202,Nitrososphaera,"(Louca et al., 2014)",ammonia_oxidation,Ammonia,
1203,Nitrososphaerales,(Louca et al. 2016),ammonia_oxidation,aerobic_ammonia_oxidation,
1204,Nitrosospira,(Graf et al. 2014; Jones et al. 2008),ammonia_oxidation,Ammonia,
1205,Nitrosotalea,(Louca et al. 2016),ammonia_oxidation,aerobic_ammonia_oxidation,
1206,Nitrosotenuis,(Louca et al. 2016),ammonia_oxidation,aerobic_ammonia_oxidation,
1207,Nitrosovibrio,(Meincke et al. 1989),ammonia_oxidation,Ammonia,
1208,Nitrospina,(Watson and Waterbury 1971),nitrite_oxidation,,
1209,Nitrospinaceae,(Louca et al. 2016),nitrite_oxidation,aerobic_nitrite_oxidation,
1210,Nitrospinae,"(_Anantharaman et al., 2016)",C_cycle N_cycle S_cycle Fe_Cycle H2_ox H2_prod aerobic           ,,
1211,Nitrospira,"(Louca et al., 2014)",nitrite_oxidation,,
1212,Nitrospirae,"(_Anantharaman et al., 2016; Louca et al., 2014)",C_cycle N_fix N_cycle S_cycle Fe_Cycle H2_ox H2_prod C1_ox aerobic aerobic_nitrite_oxidation nitrate_respiration sulfate_respiration thiosulfate_respiration     ,,
1213,Nitrospirillum,(Chung et al. 2015),N2_fix,               ,
1214,Nitrotoga,(Louca et al. 2016),nitrite_oxidation,aerobic_nitrite_oxidation,
1215,Niveispirillum,(Louca et al. 2016),N2_fix,,
1216,Nocardia,"(Graf et al., 2014; Louca et al., 2014)",nirK norB aerobic_chemoheterotrophy human_pathogens_all ligninolysis nitrate_reduction plant_pathogen         ,,
1217,Nocardiaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,urea,
1218,Nocardioidaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,degradation,
1219,Nocardioides,"(Graf et al., 2014; Louca et al., 2014)",nirK aerobic_chemoheterotrophy aromatic_compound_degradation nitrate_denitrification nitrate_reduction xylanolysis          ,,
1220,Nocardiopsaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1221,Nocardiopsis,(Louca et al. 2016),chitinolysis,"N, urea",
1223,Nonomuraea,(Louca et al. 2016),denitrification,urea ,
1224,Nostoc,(Louca et al. 2016),N2_fix,,
1225,Novosphingobium,"(Louca et al., 2014)",non-N,aromatic_compound_degradation aromatic_hydrocarbon_degradation             ,
1226,Oceanicaulis,(Louca et al. 2016),aerobic_chemoheterotrophy,n,
1227,Oceanicola,(Louca et al. 2016),aerobic_chemoheterotrophy,"n, urea",
1228,Oceanimonas,"(Graf et al., 2014; Louca et al., 2014)",nirK norB aerobic_chemoheterotrophy             ,,
1229,Oceaniovalibus,"(Graf et al., 2014; Louca et al., 2014)",nirK norB nosZ aerobic_chemoheterotrophy nitrate_reduction           ,,
1230,Oceanisphaera,(Louca et al. 2016),aerobic_chemoheterotrophy,"Mn, N",
1231,Oceanithermus,"(Graf et al., 2014; Louca et al., 2014)",nirS norB aerobic_chemoheterotrophy nitrate_respiration nitrite_respiration sulfur_respiration          ,,
1232,Oceanobacillus,(Louca et al. 2016),denitrification,,
1233,Oceanospirillaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1234,Oceanospirillales,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1235,Oceanotoga,(Louca et al. 2016),fermentation,"S, Fe, xylan",
1236,Ochrobactrum,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK norB nosZ aerobic_chemoheterotrophy animal_parasites_or_symbionts ligninolysis          ,,
1237,Octadecabacter,"(Graf et al., 2014; Louca et al., 2014)",nirK aerobic_chemoheterotrophy              ,,
1238,Odoribacter,(Louca et al. 2016),fermentation,,
1239,Oenocuccus,(Louca et al. 2016),fermentation,,
1240,Oerskovia,(Louca et al. 2016),fermentation,urea,
1866,Ohtaekwangia,(Yoon et al. 2011),non-N,              ,
1241,Oleiphilus,(Louca et al. 2016),degradation,hydrocarbon,
1242,Oleispira,(Louca et al. 2016),degradation,hydrocarbon,
1243,Oligella,(Louca et al. 2016),denitrification,urea ,
1244,Oligotropha,"(Graf et al., 2014)",nirK nosZ              ,,
1245,Omnitrophica,"(_Anantharaman et al., 2016)",C_cycle N_fix N_cycle S_cycle H2_ox H2_prod C1_ox aerobic          ,,
1246,Omnitrophica WOR_2,"(_Anantharaman et al., 2016)",C_cycle N_cycle S_cycle H2_ox H2_prod C1_ox aerobic           ,,
1247,Opitutaceae,"(Graf et al., 2014; Louca et al., 2014)",nosZ fermentation nitrate_reduction            ,,
1248,Opitutus,(Chin et al. 2001; Graf et al. 2014b; Louca et al. 2016),denitrification,"xylan, fermentation",
1249,Or-59,(Sangwan et al. 2004),non-N,              ,
1250,Orenia,(Louca et al. 2016),H_ox,,
1251,Ornithinibacter,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1252,Ornithinimicrobium,(Louca et al. 2016),denitrification,,
1253,Ornithobacterium,(Louca et al. 2016),ureolysis,,
1254,Oryzihumus,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1255,Oscillatoria,(Louca et al. 2016),anoxygenic_photoautotrophy_H2_oxidizing,                ,
1256,Oscillibacter,(Louca et al. 2016),fermentation,,
1257,Oscillochloris,(Louca et al. 2016),anoxygenic_photoautotrophy_H2_oxidizing,anoxygenic_photoautotrophy_S_oxidizing photoheterotrophy ureolysis              ,
1258,Ottowia,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1259,Owenweeksia,"(Graf et al., 2014)",nosZ              ,,
1260,Oxalobacter,(Louca et al. 2016),fermentation,,
1261,Oxalobacteraceae,(Louca et al. 2016),N2_fix,"urea, xylan",
1262,Oxalophagus,(Louca et al. 2016),fermentation,,
1263,Oxobacter,(Louca et al. 2016),fermentation,acetogenesis ,
1264,Paenibacillaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,xylan,
